	Perturbed Premise	Perturbed Hypothesis	label	Original Premise	Original Hypothesis	perturbed_label	attack
146	This child is on the library steps.	The child is on the steps insidе the library.	1	This child is on the library steps.	The child is on the steps inside the library.	2	WordSwapHomoglyphSwap
147	a boy in a red hooded top is smiling whilst looking away from his reflection.	The boy doesn't want to see his reflеction.	1	a boy in a red hooded top is smiling whilst looking away from his reflection.	The boy doesn't want to see his reflection.	2	WordSwapHomoglyphSwap
148	A group of people gathered at night watching an event.	A group of humanѕ are looking at the same directioո.	1	A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	0	WordSwapHomoglyphSwap
149	A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air.	A young lad is playing in a feild.	0	A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air.	A young boy is playing in a feild.	1	WordSwapHowNet
150	This child is on the library steps.	The firstborn is on the steps inside the library.	1	This child is on the library steps.	The child is on the steps inside the library.	2	WordSwapHowNet
151	a boy in a red hooded top is smiling whilst looking away from his reflection.	The boy doesn't want to see his stripe.	1	a boy in a red hooded top is smiling whilst looking away from his reflection.	The boy doesn't want to see his reflection.	2	WordSwapHowNet
152	A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air.	A young boy is acting in a feild.	0	A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air.	A young boy is playing in a feild.	2	WordSwapWordNet
153	This child is on the library steps.	The shaver is on the steps inside the library.	1	This child is on the library steps.	The child is on the steps inside the library.	0	WordSwapWordNet
154	a boy in a red hooded top is smiling whilst looking away from his reflection.	The boy doesn't want to assure his reflection.	1	a boy in a red hooded top is smiling whilst looking away from his reflection.	The boy doesn't want to see his reflection.	2	WordSwapWordNet
155	A group of people gathered at night watching an event.	A group of humans are looking at the same counseling.	1	A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	0	WordSwapWordNet
156	Group of people wearing black shirts riding in an open top vehicle.	Froends ride in an opne otp vehicle together.	1	Group of people wearing black shirts riding in an open top vehicle.	Froends ride in an open top vehicle together.	2	WordSwapNeighboringCharacterSwap
157	People are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall.	The people are giong up on the escalator.	1	People are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall.	The people are going up on the escalator.	2	WordSwapNeighboringCharacterSwap
158	A birthday party for many little people to enjoy.	Children enjoying a brithday praty.	1	A birthday party for many little people to enjoy.	Children enjoying a birthday party.	2	WordSwapNeighboringCharacterSwap
159	A birthday party for many little people to enjoy.	Children at a brithday paryt.	1	A birthday party for many little people to enjoy.	Children at a birthday party.	0	WordSwapNeighboringCharacterSwap
160	People are riding bicycles in the street, and they are all wearing helmets.	A group of rfiends are grabbing their bikes, getting ready for the mroning bike ride	2	People are riding bicycles in the street, and they are all wearing helmets.	A group of friends are grabbing their bikes, getting ready for the morning bike ride	0	WordSwapNeighboringCharacterSwap
161	Group of people wearing black shirts riding in an open top vehicle.	Froends ride in an open top vehile ogether.	1	Group of people wearing black shirts riding in an open top vehicle.	Froends ride in an open top vehicle together.	2	WordSwapRandomCharacterDeletion
162	People are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall.	The people are ging up on the escalator.	1	People are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall.	The people are going up on the escalator.	2	WordSwapRandomCharacterDeletion
163	A birthday party for many little people to enjoy.	Children enjoying a birthdy arty.	1	A birthday party for many little people to enjoy.	Children enjoying a birthday party.	0	WordSwapRandomCharacterDeletion
164	A birthday party for many little people to enjoy.	Chidren at a birthay party.	1	A birthday party for many little people to enjoy.	Children at a birthday party.	0	WordSwapRandomCharacterDeletion
165	People are riding bicycles in the street, and they are all wearing helmets.	A group of friends are grabbin their bikes, getting ready for the morning bike ride	2	People are riding bicycles in the street, and they are all wearing helmets.	A group of friends are grabbing their bikes, getting ready for the morning bike ride	0	WordSwapRandomCharacterDeletion
166	Group of people wearing black shirts riding in an open top vehicle.	Froends ride in an open top veAhicle tCogether.	1	Group of people wearing black shirts riding in an open top vehicle.	Froends ride in an open top vehicle together.	2	WordSwapRandomCharacterInsertion
167	People are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall.	The people are going up on the escalLator.	1	People are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall.	The people are going up on the escalator.	0	WordSwapRandomCharacterInsertion
168	A birthday party for many little people to enjoy.	ChildrBen enjRoying a birthday pRarty.	1	A birthday party for many little people to enjoy.	Children enjoying a birthday party.	0	WordSwapRandomCharacterInsertion
169	A birthday party for many little people to enjoy.	Chaildren at a birthday party.	1	A birthday party for many little people to enjoy.	Children at a birthday party.	2	WordSwapRandomCharacterInsertion
170	Everyone on the street in the city seem to be busy doing their own thing.	The peopole are watching what is happening.	2	Everyone on the street in the city seem to be busy doing their own thing.	The people are watching what is happening.	1	WordSwapRandomCharacterInsertion
171	People are riding bicycles in the street, and they are all wearing helmets.	A group of frienSds are grabbing their bikes, gettinWg ready for the mtorning bike ride	2	People are riding bicycles in the street, and they are all wearing helmets.	A group of friends are grabbing their bikes, getting ready for the morning bike ride	0	WordSwapRandomCharacterInsertion
172	Group of people wearing black shirts riding in an open top vehicle.	Froends riQe in an open top vehjcle together.	1	Group of people wearing black shirts riding in an open top vehicle.	Froends ride in an open top vehicle together.	2	WordSwapRandomCharacterSubstitution
173	People are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall.	The people are going up on the esJalator.	1	People are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall.	The people are going up on the escalator.	0	WordSwapRandomCharacterSubstitution
174	A birthday party for many little people to enjoy.	Children enjoying a birthdab party.	1	A birthday party for many little people to enjoy.	Children enjoying a birthday party.	0	WordSwapRandomCharacterSubstitution
175	A birthday party for many little people to enjoy.	Children at a lirthday paroy.	1	A birthday party for many little people to enjoy.	Children at a birthday party.	2	WordSwapRandomCharacterSubstitution
176	Everyone on the street in the city seem to be busy doing their own thing.	The Ieople are watPhing what is happening.	2	Everyone on the street in the city seem to be busy doing their own thing.	The people are watching what is happening.	1	WordSwapRandomCharacterSubstitution
177	People are riding bicycles in the street, and they are all wearing helmets.	A group of fuiends are grabbing their bikes, getting ready for the morniAg bike ride	2	People are riding bicycles in the street, and they are all wearing helmets.	A group of friends are grabbing their bikes, getting ready for the morning bike ride	0	WordSwapRandomCharacterSubstitution
178	Group of people wearing black shirts riding in an open top vehicle.	Froends ride in an closed top vehicle together.	1	Group of people wearing black shirts riding in an open top vehicle.	Froends ride in an open top vehicle together.	0	WordSwapWordNetAntonym
