	Pertubed_Text	label	Original_Text	True_label	Perturbed_label	attack
80	Swings to Profit in 2Q; Stock Surges (AP) AP - Shares. 17 percent Monday after the discount reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.	0	Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of Kmart Holding Corp. surged 17 percent Monday after the discount retailer reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.	2	0	uknown
81	Fischer's Fiancee: Plans Genuine (AP) AP - Former champion Bobby announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.	1	Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former chess champion Bobby Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.	0	1	uknown
82	U.S. Misses Cut in Olympic 100 Free ATHENS, Greece - Top American sprinters Jason Lezak and Ian Crocker missed the cut in the Olympic 100-meter freestyle preliminaries Tuesday, a stunning blow for a country that had always done well in the event.    Pieter van den Hoogenband of the Netherlands and Australian Ian Thorpe advanced to the evening semifinal a day after dueling teenager Michael Phelps in the 200 freestyle, won by...	1	U.S. Misses Cut in Olympic 100 Free ATHENS, Greece - Top American sprinters Jason Lezak and Ian Crocker missed the cut in the Olympic 100-meter freestyle preliminaries Tuesday, a stunning blow for a country that had always done well in the event.    Pieter van den Hoogenband of the Netherlands and Australian Ian Thorpe advanced to the evening semifinal a day after dueling teenager Michael Phelps in the 200 freestyle, won by Thorpe...	0	1	uknown
83	"Consumers Would Pay In Proposal A proposal backed by a coalition of telephone carriers would cut billions of dollars in fees owed by companies to regional phone giants but would allow the regional companies to make up some of the difference by raising monthly phone bills for millions of. &lt; face=""verdana, Sans Serif,arial,helvetica""=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington&lt;/B&gt;&lt;/&gt;"	2	"Consumers Would Pay In Phone Proposal A proposal backed by a coalition of telephone carriers would cut billions of dollars in fees owed by long-distance companies to regional phone giants but would allow the regional companies to make up some of the difference by raising monthly phone bills for millions of consumers. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;"	3	2	uknown
84	U.S. Brokers Cease-fire Western  (Reuters) - The United States has  cease-fire between renegade leader and the  the western province,  to said.	2	U.S. Brokers Cease-fire in Western Afghanistan  KABUL (Reuters) - The United States has brokered a  cease-fire between a renegade Afghan militia leader and the  embattled governor of the western province of Herat,  Washington's envoy to Kabul said Tuesday.	0	2	uknown
85	Sneaky Card Tactics Keep an eye on your card issuers -- they may be about to raise your rates.	3	Sneaky Credit Card Tactics Keep an eye on your credit card issuers -- they may be about to raise your rates.	2	3	uknown
86	Intel Delays Launch of In another product postponement, semiconductor giant Intel Corp. said be offering a chip TVs by the end of 2004 it had announced earlier this.	2	Intel Delays Launch of Projection TV Chip In another product postponement, semiconductor giant Intel Corp. said it won't be offering a chip for projection TVs by the end of 2004 as it had announced earlier this year.	3	2	uknown
87	pessimism grows (/) - are,, according to. 	3	Fund pessimism grows NEW YORK (CNN/Money) - Money managers are growing more pessimistic about the economy, corporate profits and US stock market returns, according to a monthly survey by Merrill Lynch released Tuesday. 	2	3	uknown
88	Kederis proclaims innocence champion Kostas Kederis today left hospital ahead of his date with inquisitors claiming his innocence and vowing:  quot;After the crucifixion comes the resurrection.; ...	0	Kederis proclaims innocence Olympic champion Kostas Kederis today left hospital ahead of his date with IOC inquisitors claiming his innocence and vowing:  quot;After the crucifixion comes the resurrection. quot; ...	1	0	uknown
89	doesn #39;t any extra pressure following scandal, (AP) - #39; under any extra pressure in aftermath of a #;. 	0	Eriksson doesn #39;t feel any extra pressure following scandal NEWCASTLE, England (AP) - England coach Sven-Goran Eriksson said Tuesday he isn #39;t under any extra pressure in the aftermath of a scandal that damaged the Football Association #39;s reputation. 	1	0	uknown
90	Injured miss England, () - of #;,. 	0	Injured Heskey to miss England friendly NEWCASTLE, England (AP) - Striker Emile Heskey has pulled out of the England squad ahead of Wednesday #39;s friendly against Ukraine because of a tight hamstring, the Football Association said Tuesday. 	1	0	uknown
91	"Profit Up, to Enter China Market  NEW () - Inc. &lt;A HREF=""://www...com/.aspx?=SPLS.O=///""&gt;SPLS.O&lt;/A&gt;, the top U.S.  office products retailer, on reported a 39 percent  in, raised its forecast and said  plans to enter the fast-growing Chinese market, sending its  shares."	0	"Staples Profit Up, to Enter China Market  NEW YORK (Reuters) - Staples Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SPLS.O target=/stocks/quickinfo/fullquote""&gt;SPLS.O&lt;/A&gt;, the top U.S.  office products retailer, on Tuesday reported a 39 percent jump  in quarterly profit, raised its full-year forecast and said it  plans to enter the fast-growing Chinese market, sending its  shares higher."	2	0	uknown
92	Delegation Is Delayed Before Reaching,, Aug. 17  A delegation of was delayed for security reasons today but still to visit to try to convince a and his to evacuate a shrine the end ...	1	Delegation Is Delayed Before Reaching Najaf AGHDAD, Iraq, Aug. 17  A delegation of Iraqis was delayed for security reasons today but still intended to visit Najaf to try to convince a rebellious Shiite cleric and his militia to evacuate a shrine in the holy city and end ...	0	1	uknown
93	,  WASHINGTON () - U.S. in July  for time in eight months as a run up in  costs reversed, government a report suggested  a of is.	3	Consumer Prices Down, Industry Output Up  WASHINGTON (Reuters) - U.S. consumer prices dropped in July  for the first time in eight months as a sharp run up in energy  costs reversed, the government said in a report that suggested  a slow rate of interest rate hikes is likely.	2	3	uknown
94	history for India, UAE An Indian army major shot his way to his country #39;s first ever individual silver medal on Tuesday, while in the same event an member of #39; ruling family became the first ever from the United Arab Emirates. 	0	Olympic history for India, UAE An Indian army major shot his way to his country #39;s first ever individual Olympic silver medal on Tuesday, while in the same event an member of Dubai #39;s ruling family became the first ever medallist from the United Arab Emirates. 	1	0	uknown
95	Home Likes,, Home (: - -), and. 	3	Home Depot Likes High Oil Rising fuel prices, a bugbear for most of the retail sector, are helping Home Depot (HD:NYSE - news - research), the remodeling giant that reported a surge in second-quarter earnings Tuesday and guided the rest of the year higher. 	2	3	uknown
96	China cracks down on  quot;phone sex quot; services BEIJING, Aug. 17 (Xinhuanet) -- China is carrying out a nationwide campaign to crack down on  quot;phone sex quot; services, paralleling another sweeping operation against, Minister of Information Industry Wang Xudong said here Tuesday. 	0	China cracks down on  quot;phone sex quot; services BEIJING, Aug. 17 (Xinhuanet) -- China is carrying out a nationwide campaign to crack down on  quot;phone sex quot; services, paralleling another sweeping operation against Internet pornography, Minister of Information Industry Wang Xudong said here Tuesday. 	3	0	uknown
97	Surviving Biotech's Charly Travers offers advice on withstanding the of the biotech sector.	3	Surviving Biotech's Downturns Charly Travers offers advice on withstanding the volatility of the biotech sector.	2	3	uknown
98	Downer shoots his mouth off Just what Alexander Downer was thinking he on radio last Friday that  quot;they could fire a missile from North to quot; is. The provocative remark, just days before his arrival yesterday on his second visit to the North ...	1	Mr Downer shoots his mouth off Just what Alexander Downer was thinking when he declared on radio last Friday that  quot;they could fire a missile from North Korea to Sydney quot; is unclear. The provocative remark, just days before his arrival yesterday on his second visit to the North Korean ...	0	1	uknown
99	Banned from - Source  ATHENS (Reuters) - World 100 Torri  will miss the Athens after her appeal against a  two-year drugs ban dismissed on Tuesday, a source told  Reuters.	0	Edwards Banned from Games - Source  ATHENS (Reuters) - World 100 meters champion Torri Edwards  will miss the Athens Olympics after her appeal against a  two-year drugs ban was dismissed on Tuesday, a source told  Reuters.	1	0	uknown
