index	sentence	label	Original text	perturbed_label	attack
149	the format gets used best ... to cend the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging occasionally ends in bone-crushing screwups . 	1	the format gets used best ... to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging occasionally ends in bone-crushing screwups . 	0	WordSwapMaskedLM
150	that dogged less will of the parents and ` vain ' jia 's defoliation of ego , make the film touching ly some doldrums . 	1	that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums . 	0	WordSwapMaskedLM
151	not only is undercover s as pired , if not more so , than both a powers s , but it 's also one of the iest , est at to ttered along in some time . 	1	not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the smarter , savvier spoofs to come along in some time . 	0	WordSwapMaskedLM
152	to say this was done better in wilder 's some way it s is h 1 the sun rises in the east .	0	to say this was done better in wilder 's some like it hot is like saying the sun rises in the east . 	1	WordSwapMaskedLM
153	this time mr. burns is trying something in the typical scorsese street-realist mode , but his self-regarding ness tens him up again . 	0	this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . 	1	WordSwapMaskedLM
154	perceptive in its vision of nascent industrialized world ing as a new art isan , but far too mbre , tive and ative with litz that seem e an il us for this movie . 	0	perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . 	1	WordSwapMaskedLM
155	the best revenge may just be living ly because this film , unlike other dumas s , is far more likened to a rama than a lengthy jail er . 	1	the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . 	0	WordSwapMaskedLM
156	the movie understands like few others how the iness and ity of emotional izing give the physical ized all of its rice and most of its ness . 	1	the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . 	0	WordSwapMaskedLM
157	once ( kim ) begins to overplay the shock manship and bait-and-tackle s , you may decide it 's too high a price to pay for a shimmering picture book . 	0	once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . 	1	WordSwapMaskedLM
158	the socio-histo-political treatise is told in earnest ly ... ( and ) personal ized is deconstructed with poignancy . 	1	the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with poignancy . 	0	WordSwapMaskedLM
159	a psychological thriller with a genuinely ish premise and an above-average cast , actor bill ow 's directing debut is a creepy iche of lke rural ism . 	1	a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . 	0	WordSwapMaskedLM
160	of course , by more t ly it 's still quite hy . 	0	of course , by more objective measurements it 's still quite bad . 	1	WordSwapMaskedLM
161	martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the ioned performances by sven wollter and viveka seldahl make their hopes and frustrations eville . 	1	martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . 	0	WordSwapMaskedLM
162	it 's not that y pow is n't wn some of the time -- it just is how any how than ity martial arts ks are all by themselves , without all o 's impish iness . 	0	it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . 	1	WordSwapMaskedLM
163	i 'd have to say the star and director are the big s here . 	0	i 'd have to say the star and director are the big problems here . 	1	WordSwapMaskedLM
164	whether you like rap music or loathe it , you ca use deny s the tragic loss of two young men in the prime of their talent or the power of this movie . 	1	whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . 	0	WordSwapMaskedLM
165	a by-the-numbers effort that wo ve do much to enhance the franchise . 	0	a by-the-numbers effort that wo n't do much to enhance the franchise . 	1	WordSwapMaskedLM
166	an occasionally funny , but overall earing , fish-out-of-water story . 	0	an occasionally funny , but overall limp , fish-out-of-water story . 	1	WordSwapMaskedLM
167	the film tunes into a grief that could lead a man across land . 	1	the film tunes into a grief that could lead a man across centuries . 	0	WordSwapMaskedLM
168	it 's the chemistry between the women and the droll scene-stealing ess and wolfish pessimism of anna lie that makes this `` two weddings and a funeral '' earing . 	1	it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' fun . 	0	WordSwapMaskedLM
169	if you believe any of this , i can make you a real deal on leftover enron s that will double in value a week from friday . 	0	if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . 	1	WordSwapMaskedLM
170	rarely has so much money s so ar ly . 	0	rarely has so much money delivered so little entertainment . 	1	WordSwapMaskedLM
171	a yse among recent iranian as : it 's a comedy ful of gentle ss that chides the absurdity of its protagonist 's ness . 	1	a rarity among recent iranian films : it 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight . 	0	WordSwapMaskedLM
172	eal , ulsive , and finely cut : david ow 's dahmer . 	1	chilling , well-acted , and finely directed : david jacobson 's dahmer . 	0	WordSwapMaskedLM
173	it 's played in the most straight-faced fashion , with little band to lighten things up . 	0	it 's played in the most straight-faced fashion , with little humor to lighten things up . 	1	WordSwapMaskedLM
174	dense with characters and contains some ignant isms . 	1	dense with characters and contains some thrilling moments . 	0	WordSwapMaskedLM
175	it 's hard to like a film about a guy who is utterly less , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . 	0	it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . 	1	WordSwapMaskedLM
